gene	S16FT	S16P	S17FT	S17P	S18FT	S18P	S19FT	S19P	S20FT	S20P	S21FT	S21P	S22FT	S22P	S23FT	S23P
ENSG00000041353.9	23	46	81	84	168	70	29	1	68	89	19	90	58	335	151	226
ENSG00000041357.15	1704	1879	2802	3894	1698	2757	2916	3760	1801	2266	2078	1915	1684	2322	1951	2714
ENSG00000041515.15	10	12	54	8	10	3	27	6	16	3	60	7	6	10	17	10
ENSG00000041802.10	427	1466	1114	2364	1087	1525	716	554	1231	1827	674	1088	922	1179	1356	757
ENSG00000041880.14	156	412	927	939	655	1004	571	520	610	1026	470	643	425	526	720	1213
ENSG00000041982.15	75	1141	1156	99	921	145	1509	100	1233	1544	506	1181	9916	7669	189	503
ENSG00000041988.15	700	306	630	336	322	606	848	695	358	266	494	278	225	252	326	642
ENSG00000042062.11	392	252	2571	90	1828	63	1177	751	2520	179	2063	83	614	17	1509	39
ENSG00000042088.13	168	454	459	767	566	1161	311	414	330	402	220	606	251	735	541	302
ENSG00000042286.14	315	341	483	468	415	1205	568	1146	406	336	446	604	371	252	343	458
ENSG00000042304.10	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000042317.16	434	469	469	283	333	278	447	243	310	211	413	547	295	346	433	298
ENSG00000042429.10	181	901	803	598	793	878	610	446	567	726	730	1040	807	981	750	509
ENSG00000042445.13	347	2052	1157	863	1154	768	953	557	1067	841	1285	1107	1259	971	1095	1923
ENSG00000042493.15	961	712	2103	2276	696	2672	2170	1296	1473	2825	727	893	292	703	1116	5991
ENSG00000042753.11	1670	1070	1281	1346	586	1398	2061	3985	726	348	822	782	609	559	608	2287
ENSG00000042781.12	0	32	1	12	1	0	2	0	2	10	0	1	2	4	2	0
ENSG00000042813.7	1	3	4	0	2	1	3	0	0	4	0	7	1	3	3	0
ENSG00000042832.11	0	52	47	19	7	2	18	7	33	48	12	16	20	35	27	156
ENSG00000042980.12	457	222	1132	236	739	159	422	41	613	1043	39	1869	240	12840	1537	129
ENSG00000043039.6	341	23	218	333	425	1266	187	7	157	437	0	127	7	57	307	83
ENSG00000043093.13	269	1152	1010	1989	1087	862	617	463	838	1195	1426	970	932	925	865	655
ENSG00000043143.20	561	859	1567	874	1605	499	1167	564	1767	1614	1089	1556	1560	2617	1749	1002
ENSG00000043355.11	9	299	3	0	4	1	2	0	2	0	9	1	1	5	1	0
ENSG00000043462.11	75	362	462	182	365	325	357	126	555	195	146	274	587	252	446	269
ENSG00000043514.15	461	867	885	932	749	1541	815	568	619	921	587	932	459	790	839	671
ENSG00000043591.5	3	5	3	0	8	3	15	105	3	18	2	7	6	2	5	12
ENSG00000044012.3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000044090.8	684	2387	2062	3228	1789	2194	1380	1598	1776	3411	1922	2747	656	2084	1870	2011
ENSG00000044115.20	2419	8194	7528	8090	7596	4397	6257	2618	7265	9189	8980	12051	8335	16355	10093	8982
ENSG00000044446.11	1013	1261	1590	1666	1416	1515	1200	1862	1477	1440	1121	1705	773	2194	1315	1333
ENSG00000044459.14	85	288	378	342	465	293	221	218	494	276	505	363	566	265	404	159
ENSG00000044524.10	18	39	46	16	244	11	71	26	89	65	216	618	372	67	56	20
ENSG00000044574.7	6508	13013	13488	12569	12054	19556	11831	11401	7848	7482	8247	10686	11601	9296	12594	15258
ENSG00000046604.12	324	1658	861	2101	3339	3731	382	406	756	2196	956	3054	128	3511	2116	2900
ENSG00000046647.13	497	590	824	433	592	229	969	618	628	563	742	681	374	751	765	796
ENSG00000046651.14	706	1600	1769	1542	1681	1435	1183	1048	1522	2395	1020	1542	746	2208	1755	1170
ENSG00000046653.14	150	1329	374	1309	535	662	341	180	274	220	430	252	320	92	408	4
ENSG00000046774.9	0	330	4	103	3	20	0	0	2	189	0	0	0	0	0	0
ENSG00000046889.18	150	4959	712	1799	1227	297	411	55	605	1864	640	1627	785	1494	1333	133
ENSG00000047056.14	166	1076	723	375	755	461	512	348	752	624	704	923	521	808	672	738
ENSG00000047188.15	253	1809	1165	588	1373	541	578	389	1255	1156	1355	1402	1498	2325	1071	747
ENSG00000047230.14	271	1273	841	1196	952	911	547	579	851	961	823	940	674	1008	654	404
ENSG00000047249.16	457	1714	1189	1902	954	1471	1123	1003	914	849	1010	1016	971	1269	903	1217
ENSG00000047315.14	336	1991	2220	4054	3119	2908	1305	734	1896	2895	2443	2608	2122	2939	2908	1764
ENSG00000047346.12	285	1406	1001	771	1925	244	994	299	978	1350	2016	1660	1086	1904	1578	528
ENSG00000047365.11	88	356	340	506	496	428	191	31	207	714	128	803	262	528	503	540
ENSG00000047410.13	536	3001	2819	2229	3529	3025	1552	1086	2481	2815	3193	3584	2953	4760	3081	1881
ENSG00000047457.13	123	5149	4353	19863	2767	6027	1539	23	374	6775	90	7873	880	20437	4899	204
ENSG00000047578.12	634	997	1164	400	3261	624	1050	219	957	846	786	1908	591	1572	4065	568
ENSG00000047579.19	439	248	478	517	311	665	814	3172	436	288	344	317	529	321	385	600
ENSG00000047597.5	43	22	77	67	452	425	114	156	62	219	275	109	78	16	392	9
ENSG00000047617.14	30	103	110	8	83	55	79	77	114	102	76	22	135	22	78	58
ENSG00000047621.11	268	541	519	470	469	341	463	481	416	407	613	521	608	406	467	399
ENSG00000047634.14	186	629	583	294	683	240	415	576	978	642	763	614	799	1143	579	128
ENSG00000047644.18	164	1504	950	521	1121	271	835	818	1103	972	1625	1161	1789	760	871	456
ENSG00000047648.21	110	408	448	10	545	24	303	193	529	320	1050	335	791	81	308	32
ENSG00000047662.4	12	4	3	4	4	14	5	38	5	18	3	5	2	6	2	2
ENSG00000047849.21	4060	3587	6973	6153	7403	6462	7830	3269	6980	4889	12875	6087	8865	4213	6873	5433
ENSG00000047932.13	276	2156	1598	940	1390	492	905	514	1343	1021	2001	1568	1333	1573	1333	907
ENSG00000047936.10	0	5	4	9	5	5	1	0	2	1	0	4	0	3	12	2
ENSG00000048028.11	178	811	681	976	1032	1005	344	344	583	1150	835	917	632	1156	1129	923
ENSG00000048052.21	82	31	441	1540	705	434	198	18	409	863	1263	628	815	1175	453	238
ENSG00000048140.17	563	1354	1158	1846	847	1785	1397	2486	762	937	707	1203	564	1181	1019	1520
ENSG00000048162.20	300	377	494	1459	240	880	530	436	489	656	210	478	309	647	413	464
ENSG00000048342.15	403	688	1009	489	1647	398	984	166	723	735	1260	1403	1329	402	2393	203
ENSG00000048392.11	181	2280	618	374	1095	238	717	321	689	2394	700	1981	1043	2418	1988	1900
ENSG00000048405.9	109	386	436	474	568	340	262	219	457	563	433	505	513	791	481	269
ENSG00000048462.10	4	0	39	2	46	28	18	5	11	2	3	1	4	0	0	1
ENSG00000048471.13	251	1363	675	235	1083	235	528	347	774	1242	923	1276	884	669	1100	231
ENSG00000048540.14	28	425	27	0	832	2860	212	2648	77	14	162	428	1174	398	19	0
ENSG00000048544.5	295	546	868	856	857	952	832	1627	654	854	777	629	890	791	644	583
ENSG00000048545.13	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000048649.13	429	1469	1227	859	1593	1172	872	597	1173	1501	1994	1380	1294	1913	1218	749
ENSG00000048707.13	638	2022	1737	391	2544	1784	1366	1118	1724	2480	2484	1425	2217	2778	1550	1252
ENSG00000048740.18	384	321	965	79	1660	153	821	348	1312	430	2825	905	2558	1057	1069	914
ENSG00000048828.16	2013	4027	3621	2299	4945	4626	2961	2233	3103	7323	4133	4759	3152	5081	4725	2474
ENSG00000048991.16	282	865	737	453	796	933	535	905	585	859	791	868	696	956	626	589
ENSG00000049089.13	372	187	1601	1463	650	3815	599	612	1622	330	533	367	71	197	564	2049
ENSG00000049130.13	62	232	367	148	521	208	170	193	545	89	1270	264	626	164	408	706
ENSG00000049167.13	77	206	155	238	167	120	136	187	137	154	235	215	169	232	161	121
ENSG00000049192.14	25	173	103	26	421	107	51	69	71	103	232	34	120	51	176	5
ENSG00000049239.12	1679	3403	4237	1577	4106	2203	3322	1378	4799	3587	5483	3498	2546	2762	4462	2962
ENSG00000049245.12	1003	1933	3111	1462	3026	2531	2953	1182	3635	2778	3660	2352	3543	2072	2632	2730
ENSG00000049246.14	145	351	800	128	1301	600	879	504	2207	904	3235	976	699	497	491	672
ENSG00000049247.13	0	1	4	0	1	1	0	0	0	0	0	1	4	0	3	10
ENSG00000049249.8	0	1	6	6	12	26	3	1	11	20	5	17	8	4	10	6
ENSG00000049283.17	214	1311	918	425	225	391	165	15	577	1984	5	580	13	1075	660	2921
ENSG00000049323.15	583	740	2711	1841	4302	343	2387	299	3837	331	13365	458	3975	1201	2084	282
ENSG00000049449.8	2775	6528	4052	6056	2876	3374	3638	4288	2586	5511	3884	4735	3018	3163	2909	3244
ENSG00000049540.16	987	859	2447	75	2599	305	8744	1453	2517	556	8107	1330	3088	1018	1139	425
ENSG00000049541.10	313	355	491	841	350	1207	624	2210	545	565	350	532	453	719	367	562
ENSG00000049618.22	573	2430	1747	1436	2264	975	1097	777	1842	1935	2503	2497	1868	2261	1945	980
ENSG00000049656.13	1197	2156	2396	4053	2031	4911	2460	3582	1494	1264	1526	1896	1552	2823	1693	2525
ENSG00000049759.17	498	806	507	758	797	949	621	697	402	1399	104	1143	162	565	1012	1033
ENSG00000049768.14	8	8	14	23	15	90	4	30	11	17	4	14	3	1	5	10
ENSG00000049769.12	118	110	255	19	129	220	220	273	189	157	142	102	115	142	151	198
ENSG00000049860.13	1239	4138	2881	4667	1940	1074	2852	2400	2074	1419	3003	1831	2993	1925	1866	3014
ENSG00000049883.14	137	471	420	425	439	282	207	126	251	650	335	394	284	1028	407	288
ENSG00000050030.13	26	31	55	0	59	2	58	308	74	11	102	28	62	9	40	13
ENSG00000050130.17	392	1312	1259	547	1295	878	960	523	1111	619	1197	1388	924	1052	1492	1105
ENSG00000050165.17	331	3175	816	180	1275	253	2375	1455	1044	2361	7666	4618	3275	750	703	6624
ENSG00000050327.14	180	631	237	374	181	373	277	258	163	282	182	432	119	377	196	613
ENSG00000050344.8	33	736	308	566	369	1174	94	88	212	393	44	2127	178	904	170	1255
ENSG00000050393.11	149	358	578	1579	691	987	650	2334	440	833	569	512	460	670	602	381
ENSG00000050405.13	420	1575	3486	1192	4385	315	1895	529	3152	1535	6330	2630	4420	1297	3057	2114
ENSG00000050426.15	1255	1907	2278	2991	2136	2512	2158	2154	1678	2371	2194	2566	1151	4329	1808	1654
ENSG00000050438.16	90	1778	162	82	403	341	123	308	85	818	45	969	35	611	638	47
ENSG00000050555.17	37	499	233	82	58	211	380	3918	233	264	54	233	84	132	132	62
ENSG00000050628.20	22	591	319	2	249	2	175	16	352	44	517	108	1176	32	50	967
ENSG00000050730.15	1	2	4	28	5	7	2	0	3	13	0	3	5	2	9	1
ENSG00000050748.17	303	1011	1029	552	927	433	769	1066	860	694	1200	1108	1019	2042	947	903
ENSG00000050767.15	356	127	152	19	318	1840	142	17	172	972	61	73	143	134	91	105
ENSG00000050820.16	516	1223	1433	917	650	480	1333	858	1008	670	800	1254	804	791	939	2239
ENSG00000051009.10	780	2042	2129	591	2191	1505	1737	943	2235	1559	2136	2211	1211	1569	2174	1581
ENSG00000051108.14	1152	1759	2924	2591	2947	1200	2520	2749	2469	2599	1807	2301	2822	1636	2127	1869
ENSG00000051128.18	176	333	257	91	100	92	299	464	132	94	268	300	148	315	78	747
ENSG00000051180.16	9	65	36	439	71	367	50	432	15	69	40	68	9	56	16	49
ENSG00000051341.13	5	88	25	149	113	391	23	146	9	90	48	68	11	57	20	27
ENSG00000051382.8	316	865	746	675	860	574	594	469	494	1578	752	992	588	1008	938	593
ENSG00000051523.10	4006	2236	2651	6501	884	1616	3266	3586	943	1129	416	1579	633	1813	2006	2796
ENSG00000051596.9	80	185	221	448	73	256	139	283	50	262	70	201	53	330	82	147
ENSG00000051620.10	1563	1683	2014	2352	1495	1257	2263	2313	1351	1013	1039	1196	1294	1871	1727	2590
ENSG00000051825.14	24	509	212	238	509	287	82	200	129	504	385	413	187	514	562	129
ENSG00000052126.14	224	679	1249	435	1754	501	583	273	1242	1048	1248	1173	928	1110	1405	1008
ENSG00000052344.15	904	2852	477	5463	510	1377	389	798	381	1790	9	856	24	2177	222	1306
ENSG00000052723.11	118	892	700	686	1196	1214	411	367	517	943	1051	895	698	980	712	434
ENSG00000052749.13	653	957	1006	729	670	1329	1133	1148	1317	1054	570	1429	591	1306	959	782
ENSG00000052795.12	138	643	462	242	610	145	310	368	488	231	896	278	1161	256	402	150
ENSG00000052802.12	348	694	787	815	834	1167	1209	744	488	856	416	926	339	495	994	797
ENSG00000052841.14	1001	2933	3097	2212	3617	3013	2005	1341	3059	3033	3081	2879	2408	3394	3040	1473
ENSG00000052850.5	12	0	9	0	54	156	6	2	7	0	93	5	4	2	19	1
ENSG00000053108.16	1	11	8	12	41	10	11	158	3	24	13	104	3	104	3	0
ENSG00000053254.15	531	2071	2091	1129	2762	511	1348	856	2725	1098	5691	914	5507	907	1771	1009
ENSG00000053328.8	4	40	25	4	59	19	15	10	38	14	248	42	148	34	46	0
ENSG00000053371.12	1780	1281	1660	875	907	1529	1994	3030	1120	916	1149	1451	607	823	1230	2124
ENSG00000053372.4	1132	910	1048	1090	766	3050	1395	1739	740	1242	591	1131	511	994	786	1012
ENSG00000053438.8	12	0	9	0	13	0	71	16	11	2	112	27	13	1	112	544
ENSG00000053501.12	557	369	660	1217	320	886	756	947	485	355	405	476	292	459	384	594
ENSG00000053524.11	5	171	17	5	26	39	9	52	23	38	14	38	11	65	25	15
ENSG00000053702.14	93	90	297	12	298	14	178	219	273	84	198	40	220	8	188	18
ENSG00000053747.15	192	1764	1099	471	2606	3704	807	56	1434	2075	1532	2356	965	3297	2068	979
ENSG00000053770.11	265	949	838	463	1164	1330	632	835	699	604	1054	915	941	924	830	591
ENSG00000053900.10	1893	1569	2114	1095	3209	1749	3506	841	1616	1163	1456	2499	1467	1334	5987	1056
ENSG00000053918.15	252	732	810	58	295	529	822	637	412	339	88	798	222	591	1222	365
ENSG00000054116.11	744	1120	1935	2841	1102	2247	1941	1664	1297	935	1466	1315	1094	1484	1162	2770
ENSG00000054118.13	1461	3718	3715	2921	4296	4283	2768	1867	3656	3928	4528	4450	3957	3833	4478	2725
ENSG00000054148.17	2739	1361	1835	1112	835	2263	3238	4104	1045	1132	920	1573	544	1171	1335	4987
ENSG00000054179.11	138	10	179	52	242	534	239	62	121	19	90	181	22	557	321	458
ENSG00000054219.10	186	402	418	620	548	560	336	118	171	597	41	730	90	397	431	176
ENSG00000054267.20	361	1168	1143	769	1462	780	766	515	1021	1483	1475	1562	1093	2090	1280	679
ENSG00000054277.13	180	384	516	1087	216	362	270	270	405	547	556	540	188	502	257	234
ENSG00000054282.15	447	705	866	474	827	378	620	378	698	608	591	771	755	602	759	766
ENSG00000054356.13	3	0	6	1	1	2	174	2223	5	1	4	13	3	26	2	7
ENSG00000054392.12	147	205	290	4	549	208	245	138	258	310	166	335	111	355	615	432
ENSG00000054523.17	402	1908	1373	513	2078	1521	961	925	1411	2089	2825	1344	1766	1929	1247	909
ENSG00000054598.6	49	129	133	26	589	275	197	228	392	388	98	909	1455	836	269	91
ENSG00000054611.13	714	667	1107	526	581	628	1127	810	656	841	569	844	470	896	710	1912
ENSG00000054654.15	462	13695	3873	527	3873	710	1602	1290	2493	2815	1842	5069	1457	9917	5761	1252
ENSG00000054690.13	370	3314	596	196	1087	820	620	579	399	757	81	2475	129	2613	1126	151
ENSG00000054793.13	1183	3370	1884	1662	3421	920	1398	2335	1817	1976	2483	2727	2930	4699	3000	1646
ENSG00000054796.12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000054803.3	40	1	184	5	442	0	240	15	442	10	718	21	302	6	203	13
ENSG00000054938.15	17	2	233	7	34	1	212	11	28	0	460	9	42	3	39	6
ENSG00000054965.10	466	1843	1689	1007	2402	1661	1019	849	2057	2396	3204	2153	1960	1888	1700	1471
ENSG00000054967.12	27	120	184	226	107	308	139	275	321	76	61	218	255	214	96	240
ENSG00000054983.16	341	1260	963	540	1276	531	712	281	788	578	763	1197	1045	821	1490	1120
ENSG00000055044.10	963	1024	1751	2123	1579	3020	1426	1391	1698	1891	841	1772	1352	2443	1394	1054
ENSG00000055070.16	1438	3764	3471	2070	2776	2483	3221	2518	3630	3338	3733	3086	3551	3585	2871	4067
ENSG00000055118.14	278	348	874	48	332	191	828	1799	876	175	955	92	1044	115	380	17
ENSG00000055130.15	549	1419	1829	1749	1766	1946	1460	854	2101	1791	1852	1759	2295	2402	1700	1495
ENSG00000055147.18	126	574	539	353	512	225	379	217	455	409	678	510	771	546	485	384
ENSG00000055163.19	673	1015	925	1101	1032	621	1296	2254	769	524	148	1188	1546	1390	1138	1211
ENSG00000055208.18	507	2523	2119	1658	2309	854	1296	813	2430	1699	4408	2203	2552	1884	2069	1443
ENSG00000055211.12	658	2357	1781	1336	1403	588	1482	922	1753	844	2313	1250	2000	944	1185	1256
ENSG00000055332.16	393	2302	1398	1696	2537	2215	1149	862	2305	2309	2128	1670	1622	2063	1551	1048
ENSG00000055483.19	634	1250	1545	1977	1541	2538	1393	1461	2036	932	1763	1773	2065	1508	1251	1021
ENSG00000055609.17	441	2680	1675	1426	2897	941	975	517	1789	2450	3046	1953	2069	5077	2252	722
ENSG00000055732.12	90	650	379	312	309	297	199	584	221	330	328	362	29	94	233	877
ENSG00000055813.5	0	3	14	0	42	0	3	1	20	20	23	66	22	32	60	9
ENSG00000055917.15	1043	3887	2729	1083	3457	2459	2350	2180	2515	3388	5010	3457	3081	4008	2856	1764
ENSG00000055950.16	1437	935	1569	843	802	864	1991	1831	1033	882	996	937	698	877	976	1531
ENSG00000055955.15	11	22	26	4	50	48	44	33	26	11	12	10	25	5	23	14
ENSG00000055957.10	3	2	5	0	7	3	4	2	10	0	3	3	24	0	1	0
ENSG00000056050.6	361	500	648	515	462	810	672	605	522	402	605	373	555	348	447	715
ENSG00000056097.15	671	2397	1949	1790	2917	2142	1172	1052	1966	2536	2765	2758	2296	3885	2290	1213
ENSG00000056277.15	11	297	171	80	236	156	72	72	118	163	194	215	160	183	135	55
ENSG00000056291.17	0	31	0	1	8	5	0	0	0	16	0	18	2	3	3	11
ENSG00000056487.15	32	296	96	0	82	2	86	251	67	29	135	132	27	63	78	15
ENSG00000056558.10	184	486	838	193	788	428	561	188	746	529	728	577	825	327	558	455
ENSG00000056586.15	413	1561	1030	840	1387	1333	887	1406	1098	1780	1511	1547	1306	2275	1206	918
ENSG00000056736.9	80	143	411	229	548	635	569	1278	276	36	56	303	31	322	373	224
ENSG00000056972.18	545	268	1329	524	745	529	1191	421	783	309	693	2607	442	1608	1181	669
ENSG00000056998.18	180	172	389	576	276	71	274	939	186	177	230	381	88	112	871	582
ENSG00000057019.15	517	1994	1609	2361	2000	1622	1406	646	1314	2917	1800	5921	1261	6678	1878	13333
ENSG00000057149.15	0	0	0	0	4	0	0	0	0	0	0	1	0	1	36	1099
ENSG00000057252.12	594	1352	957	1089	1317	668	954	738	937	768	725	804	1099	499	1805	629
ENSG00000057294.14	493	1040	1808	1439	2238	1067	1415	136	1030	1161	85	2569	84	1288	3794	1908
ENSG00000057468.6	0	27	21	0	26	2	10	3	19	48	15	25	23	22	11	5
ENSG00000057593.13	31	5	44	0	22	13	25	145	20	10	7	6	1	7	20	2
ENSG00000057608.16	2710	4229	4915	3178	3977	4785	4060	4176	3339	3926	4536	5114	3543	7553	3645	4004
ENSG00000057657.15	76	734	550	56	347	102	324	165	361	186	74	594	171	169	449	79
ENSG00000057663.13	330	776	868	969	716	547	736	498	711	528	848	646	656	579	751	679
ENSG00000057704.11	180	1705	520	89	699	645	307	223	586	736	962	408	751	385	348	206
ENSG00000057757.9	819	1319	1287	796	988	1990	1350	1198	1246	869	1177	799	1050	1020	796	1180
ENSG00000057935.13	420	2338	1097	1031	1242	1119	895	681	1289	1726	1867	1201	961	816	936	798
ENSG00000058056.8	128	631	539	728	583	557	392	480	470	1222	948	689	591	320	334	528
ENSG00000058063.15	161	953	1140	535	1505	719	461	364	1127	1848	2225	1094	1271	1015	1206	694
ENSG00000058085.14	1124	301	1702	659	2748	1474	1635	31	1056	5209	328	7342	218	6740	6151	3223
ENSG00000058091.16	104	233	443	108	795	285	280	249	600	1022	947	1110	865	1677	591	375
ENSG00000058262.9	3002	7217	7360	8666	5604	8361	7135	7352	4404	6352	6396	7128	4112	6241	5359	9459
ENSG00000058272.16	795	1520	3244	1081	5366	923	2805	679	3487	1472	9614	1599	6897	1795	2768	794
ENSG00000058335.15	19	618	67	3	30	10	89	32	36	57	18	264	6	287	65	30
ENSG00000058404.19	124	29	85	9	66	152	157	2015	110	523	16	138	11	266	35	9
ENSG00000058453.16	2721	1258	2443	369	2647	2017	2859	1049	1460	733	1033	864	919	712	4084	1151
ENSG00000058600.15	438	1274	1325	1168	1143	1295	968	714	965	1337	916	1446	863	1655	1170	675
ENSG00000058668.14	2927	1751	9155	2865	10314	3537	5951	708	8865	10490	22966	3316	12308	3596	8073	3039
ENSG00000058673.15	1129	4308	3872	1998	4804	3425	2552	1735	3517	4066	5717	4141	3727	4143	3661	2347
ENSG00000058729.10	193	538	714	736	560	357	464	272	441	586	590	541	703	825	568	432
ENSG00000058799.13	443	564	808	835	493	928	747	892	490	451	417	560	501	523	632	1123
ENSG00000058804.11	272	643	664	1392	1090	2626	484	970	518	1023	392	740	421	960	596	384
ENSG00000058866.14	89	19	121	4	337	48	213	12	105	32	108	76	341	21	314	163
ENSG00000059122.16	855	2278	1757	460	1253	303	1030	501	1339	579	1171	720	1428	899	1614	1758
ENSG00000059145.18	434	756	917	723	748	461	614	315	885	682	852	608	394	485	668	363
ENSG00000059377.15	145	186	437	299	178	225	442	158	220	102	128	224	342	133	309	247
ENSG00000059378.12	758	1320	1207	1801	1186	2803	1399	1447	1398	1609	636	865	645	1033	1045	1488
ENSG00000059573.8	626	4191	1819	2170	1565	2332	1256	860	1136	2679	1069	2478	870	2439	1823	2130
ENSG00000059588.9	403	1929	1806	1119	2493	3228	1234	726	1435	1554	1474	1734	1011	2347	1801	558
ENSG00000059691.11	277	486	596	703	431	489	462	435	367	492	342	459	386	448	431	460
ENSG00000059728.10	60	294	363	293	493	268	266	167	930	480	460	256	686	244	373	118
ENSG00000059758.7	191	1115	800	429	1073	490	497	272	899	947	1709	943	1799	817	900	262
ENSG00000059769.19	153	376	397	209	344	474	321	320	312	350	296	313	313	377	323	244
ENSG00000059804.15	101	345	1233	340	1102	161	619	339	3824	350	445	928	5965	979	1758	4735
ENSG00000059915.16	1028	1031	3239	151	521	171	1313	768	2569	311	1339	428	18	84	1110	501
ENSG00000060069.16	247	439	611	352	372	839	500	481	411	155	349	459	395	344	527	609
ENSG00000060138.12	2278	3343	5565	6572	5155	5309	5755	844	8490	3638	4280	5112	8912	5627	7166	5390
ENSG00000060140.8	44	91	58	151	103	29	37	3	24	116	3	81	10	19	149	108
ENSG00000060237.16	765	5292	2826	1660	5091	1977	1935	1203	2834	3988	5324	3463	3925	4273	3637	1778
ENSG00000060303.5	1	1	2	6	1	2	3	1	4	0	2	4	0	5	2	0
ENSG00000060339.13	418	2454	1835	1537	2172	2343	1072	1195	1422	2338	1676	2660	1565	2788	1643	1122
ENSG00000060491.16	1536	1617	1842	1897	985	1433	2101	1932	1223	965	979	1204	764	1656	1300	1985
ENSG00000060558.3	50	99	173	74	85	114	148	85	149	100	57	140	281	112	126	172
ENSG00000060566.13	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000060642.10	296	460	482	300	457	557	427	180	374	567	540	507	290	574	467	471
ENSG00000060656.19	395	2113	1577	675	1151	670	1074	639	1475	1848	296	3999	440	6486	1774	2399
ENSG00000060688.12	377	686	1073	1480	813	1679	888	877	724	731	582	785	664	633	742	766
ENSG00000060709.14	165	101	724	0	519	4	559	1047	479	86	619	1776	159	2028	831	182
ENSG00000060718.19	0	87	7	83	50	62	7	121	7	210	113	247	12	112	33	1048
ENSG00000060749.14	224	1077	842	886	1272	1383	538	617	710	1066	1206	1095	601	1971	793	655
ENSG00000060762.18	301	1466	866	591	709	378	967	2629	883	282	791	447	994	443	716	374
ENSG00000060971.17	1024	2530	1755	1699	902	1727	1985	1683	1015	1272	1164	1679	814	1493	1105	2542
ENSG00000060982.14	158	5049	1392	504	715	376	338	881	1474	1750	909	5737	689	6070	404	3751
ENSG00000061273.17	2060	2227	5708	5137	4100	7834	4741	1417	4677	7758	4274	6623	3560	6988	4449	7632
ENSG00000061337.15	11	524	185	52	94	36	105	249	125	53	91	143	244	54	75	46
ENSG00000061455.10	16	453	44	11	128	38	67	273	33	146	46	108	302	71	52	23
ENSG00000061492.11	0	0	2	1	3	1	2	0	3	2	1	1	0	0	0	0
ENSG00000061656.9	108	118	211	641	100	188	163	480	154	90	87	151	163	272	109	675
ENSG00000061676.14	525	3528	2774	1482	4875	2676	1823	1296	3313	4683	6502	4288	5342	4688	3900	1726
ENSG00000061794.12	615	1309	1361	3142	1148	2056	1112	1036	914	1595	911	1435	842	1362	1207	914
ENSG00000061918.12	148	1398	708	919	979	612	423	230	564	641	557	986	1377	737	1350	524
ENSG00000061936.9	1066	1908	2099	1134	1952	2829	1671	1906	1800	2025	1412	1715	1333	2059	1605	1230
ENSG00000061938.16	1598	1441	3210	1967	1765	1446	2536	1677	2835	759	1310	1202	1314	1500	1910	1366
ENSG00000061987.14	506	2343	1694	619	2065	836	1070	667	1488	1658	2512	1629	1751	1993	1482	1005
ENSG00000062038.13	234	3339	1776	2500	968	1201	1007	403	1554	1780	3145	2814	747	1231	1888	7913
ENSG00000062096.14	0	10	0	2	6	0	0	0	0	0	0	1	0	0	0	2
ENSG00000062194.15	2032	2814	3513	2994	3070	2199	2837	2162	3320	3555	2607	2719	2485	4537	3075	2154
ENSG00000062282.14	46	213	90	273	133	656	84	209	188	63	19	46	143	31	66	53
ENSG00000062370.16	58	234	224	66	213	101	126	71	157	180	227	221	140	225	216	131
ENSG00000062485.18	1447	2823	2926	5445	3064	4703	2556	3795	2589	4121	2886	3230	2812	3367	2663	2239
ENSG00000062524.15	40	41	112	28	88	398	194	1009	44	12	27	26	21	18	38	27
ENSG00000062582.13	5	6	3	8	10	18	17	9	22	5	13	3	8	6	12	1
ENSG00000062598.17	262	1037	1581	779	1241	1048	952	1087	1222	964	1378	1005	1392	1267	1301	844
ENSG00000062650.17	257	1557	1088	1037	1363	654	716	522	1078	1532	1330	1338	1293	1759	1174	622
ENSG00000062716.11	1006	10546	10394	13029	4199	2918	5542	3084	10652	47266	2984	11996	10626	12083	12618	18128
ENSG00000062725.9	346	3171	1172	1062	1486	922	764	491	1245	2109	2013	1287	1393	1411	1135	728
ENSG00000062822.12	158	387	365	465	219	588	340	613	278	158	206	358	161	398	279	363
ENSG00000063015.19	5	1	3	0	2	5	70	833	5	17	0	136	1	1	5	3
ENSG00000063046.17	5831	7592	11558	13085	11205	8573	9170	5086	10704	14079	14581	14325	8844	21572	10005	9798
ENSG00000063127.15	96	160	160	77	245	35	266	202	352	85	297	83	271	23	231	90
ENSG00000063169.10	137	502	537	135	325	247	392	296	396	208	295	342	322	283	360	371
ENSG00000063176.15	269	622	605	321	268	215	424	768	359	154	352	423	191	240	368	360
ENSG00000063177.12	45631	15078	26642	17323	9307	19666	41121	39020	17877	9285	11613	16782	7980	21828	11697	26930
ENSG00000063180.8	1013	835	1423	575	365	178	1094	487	2240	497	871	651	325	243	716	2978
ENSG00000063241.7	1392	794	885	761	303	1159	1672	4159	510	379	671	630	259	368	553	2419
ENSG00000063244.12	866	4007	4101	2384	2881	3733	3024	2113	3449	2538	2825	4127	2449	3288	3719	2930
